case_name,stage,frame,query_type,normalized_label,pass_gate,repair_action,used_for_anchor_update,used_for_contact_residual,used_for_report
volleyball,stage0,1,target_mask_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage0,121,target_mask_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage0,240,target_mask_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage1,1,keypart_identity_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage1,121,keypart_identity_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage1,240,keypart_identity_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage1,1,track_stability_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage1,121,track_stability_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage1,240,track_stability_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage2,10,contact_relation_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage2,65,contact_relation_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage2,222,contact_relation_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage2,1,contact_relation_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage2,119,contact_relation_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage3,1,overlay_alignment_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage3,121,overlay_alignment_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage3,240,overlay_alignment_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,10,anchor_update_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,65,anchor_update_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,222,anchor_update_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,1,anchor_update_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,119,anchor_update_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,10,temporal_motion_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,65,temporal_motion_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,222,temporal_motion_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,1,temporal_motion_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
volleyball,stage4,119,temporal_motion_check,dry_run_not_evaluated,not_evaluated,none,0,0,1
