case_name,stage,frame,time,query_type,input_image_path,input_render_path,highlight_layer,question,choices,hoi_profile_source,object_part_choices,contact_relation_choices,gate_policy
basketball,stage4,10,0.375000,anchor_update_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00010_anchor_update_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00010_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,99,4.083333,anchor_update_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00099_anchor_update_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00099_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,186,7.708333,anchor_update_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00186_anchor_update_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00186_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,1,0.000000,anchor_update_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00001_anchor_update_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00001_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,97,4.000000,anchor_update_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00097_anchor_update_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00097_anchor_update_check.png,before_after_anchor_update_overlay,"Using the visual guide in the image: brown render is the predicted stick, green line is the tracked visible stick, yellow circles are active palm contacts, and gray circles are inactive palms. Does the predicted stick preserve alignment with the green visible stick and the active yellow palm contacts without creating a wrong contact?",improvement|no_change|worse_overlay|wrong_contact|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,10,0.375000,temporal_motion_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00010_temporal_motion_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00010_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,99,4.083333,temporal_motion_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00099_temporal_motion_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00099_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,186,7.708333,temporal_motion_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00186_temporal_motion_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00186_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,1,0.000000,temporal_motion_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00001_temporal_motion_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00001_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
basketball,stage4,97,4.000000,temporal_motion_check,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00097_temporal_motion_check.png,samples_known_object/01_basketball/results/clean_ablation_no_audio/vlm/stage4/evidence/frame00097_temporal_motion_check.png,temporal_triplet_overlay,"In the three-panel neighboring-frame view, do the brown predicted stick and green tracked stick move consistently without sudden jumps, wrong-object tracking, or physically implausible motion?",consistent|jumps_unnaturally|wrong_object_tracking|physically_implausible|unclear,mistral_llm_schema_validated,ball_center|ball_boundary|ball_bottom|background|unclear,hand_on_ball_boundary|floor_support_ball_bottom|floor_support|no_contact|unclear,forced_choice_gate_only_no_continuous_pose_or_loss
